Expediente,Mercado,FechaResolucion,Decision,Rubro,Efecto
CNT-012-2023,,2023-11-07,AUTORIZADA,CNT,HORIZONTAL
CNT-059-2023,,2023-06-07,AUTORIZADA,CNT,HORIZONTAL
CNT-049-2023,,2023-06-28,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-154-2022,,2023-06-28,AUTORIZADA,CNT,VERTICAL
CNT-026-2023,,2023-06-22,AUTORIZADA,CNT,HORIZONTAL
CNT-040-2023,,2023-06-22,AUTORIZADA,CNT,HORIZONTAL
CNT-050-2023,,2023-06-22,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-054-2023,,2023-06-22,AUTORIZADA,CNT,HORIZONTAL
CNT-055-2023,,2023-06-22,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-056-2023,,2023-06-22,AUTORIZADA,CNT,VERTICAL
CNT-057-2023,,2023-06-22,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-036-2023,,2023-08-06,AUTORIZADA,CNT,VERTICAL
CNT-038-2023,,2023-08-06,AUTORIZADA,CNT,HORIZONTAL
CNT-042-2023,,2023-08-06,AUTORIZADA,CNT,HORIZONTAL
CNT-053-2023,,2023-08-06,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-162-2022,,2023-08-06,AUTORIZADA,CNT,HORIZONTAL
CNT-048-2023,,2023-01-06,AUTORIZADA,CNT,HORIZONTAL
CNT-100-2022,,2023-01-06,AUTORIZADA,CNT,HORIZONTAL
CNT-024-2023,,2023-05-25,AUTORIZADA,CNT,HORIZONTAL
CNT-031-2023,,2023-05-25,AUTORIZADA,CNT,HORIZONTAL
CNT-034-2023,,2023-05-25,AUTORIZADA,CNT,HORIZONTAL
CNT-039-2023,,2023-05-25,AUTORIZADA,CNT,HORIZONTAL
CNT-041-2023,,2023-05-25,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-046-2023,,2023-05-25,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-047-2023,,2023-05-25,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-052-2023,,2023-05-25,AUTORIZADA,CNT,HORIZONTAL
CNT-058-2023,,2023-05-25,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-125-2022,,2023-05-22,AUTORIZADA,CNT,HORIZONTAL
CNT-022-2023,,2023-05-19,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-032-2023,,2023-05-19,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-002-2023,,2023-11-05,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-016-2023,,2023-11-05,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-029-2023,,2023-11-05,AUTORIZADA,CNT,HORIZONTAL
CNT-037-2023,,2023-11-05,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-051-2023,,2023-11-05,AUTORIZADA,CNT,HORIZONTAL
CNT-157-2022,,2023-11-05,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-027-2023,,2023-04-05,AUTORIZADA,CNT,HORIZONTAL
CNT-028-2023,,2023-04-05,AUTORIZADA,CNT,HORIZONTAL
CNT-035-2023,,2023-04-05,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-004-2023,,2023-04-27,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-009-2023,,2023-04-27,AUTORIZADA,CNT,HORIZONTAL
CNT-017-2023,,2023-04-27,AUTORIZADA,CNT,VERTICAL
CNT-126-2022,,2023-04-27,AUTORIZADA,CNT,HORIZONTAL
CNT-003-2023,,2023-04-17,AUTORIZADA,CNT,VERTICAL
CNT-008-2023,,2023-04-17,AUTORIZADA,CNT,HORIZONTAL
CNT-020-2023,,2023-04-17,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-033-2023,,2023-04-17,AUTORIZADA,CNT,HORIZONTAL
CNT-005-2023,,2023-03-23,AUTORIZADA,CNT,HORIZONTAL
CNT-006-2023,,2023-03-23,AUTORIZADA,CNT,HORIZONTAL
CNT-163-2022,,2023-03-23,AUTORIZADA,CNT,HORIZONTAL
CNT-168-2022,,2023-03-23,AUTORIZADA,CNT,HORIZONTAL
CNT-015-2023,,2023-03-16,AUTORIZADA,CNT,VERTICAL
CNT-019-2023,,2023-03-16,AUTORIZADA,CNT,HORIZONTAL
CNT-021-2023,,2023-03-16,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-025-2023,,2023-03-16,AUTORIZADA,CNT,HORIZONTAL
CNT-001-2023,,2023-09-03,AUTORIZADA,CNT,HORIZONTAL
CNT-010-2023,,2023-09-03,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-014-2023,,2023-09-03,AUTORIZADA,CNT,HORIZONTAL
CNT-134-2022,,2023-09-03,AUTORIZADA,CNT,HORIZONTAL
CNT-144-2022,,2023-09-03,AUTORIZADA,CNT,VERTICAL
CNT-149-2022,,2023-09-03,AUTORIZADA,CNT,HORIZONTAL
CNT-152-2022,,2023-09-03,AUTORIZADA,CNT,HORIZONTAL
CNT-160-2022,,2023-09-03,AUTORIZADA,CNT,HORIZONTAL
CNT-161-2022,,2023-09-03,AUTORIZADA,CNT,VERTICAL
CNT-013-2023,,2023-02-27,AUTORIZADA,CNT,HORIZONTAL
CNT-158-2022,,2023-02-27,AUTORIZADA,CNT,HORIZONTAL
CNT-164-2022,,2023-02-27,AUTORIZADA,CNT,VERTICAL
CNT-150-2022,,2023-02-23,AUTORIZADA,CNT,VERTICAL
CNT-103-2022,,2023-02-20,AUTORIZADA,CNT,HORIZONTAL
CNT-085-2022,,2023-02-16,AUTORIZADA,CNT,HORIZONTAL
CNT-159-2022,,2023-02-16,AUTORIZADA,CNT,HORIZONTAL
CNT-059-2022,,2023-09-02,AUTORIZADA,CNT,HORIZONTAL
CNT-131-2022,,2023-09-02,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-155-2022,,2023-09-02,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-147-2022,,2023-02-02,AUTORIZADA,CNT,HORIZONTAL
CNT-156-2022,,2023-02-02,AUTORIZADA,CNT,HORIZONTAL
CNT-148-2022,,2023-01-26,AUTORIZADA,CNT,HORIZONTAL
CNT-165-2022,,2023-01-26,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-166-2022,,2023-01-26,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-090-2022,,2023-01-19,AUTORIZADA,CNT,HORIZONTAL
CNT-092-2022,,2023-01-19,AUTORIZADA,CNT,HORIZONTAL
CNT-140-2022,,2023-01-19,AUTORIZADA,CNT,HORIZONTAL
CNT-151-2022,,2023-01-19,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-137-2022,,2023-12-01,AUTORIZADA,CNT,HORIZONTAL
CNT-139-2022,,2023-05-01,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-108-2022,,2022-12-12,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-135-2022,,2022-08-12,AUTORIZADA,CNT,HORIZONTAL
CNT-143-2022,,2022-08-12,AUTORIZADA,CNT,HORIZONTAL
CNT-049-2022,,2022-05-12,AUTORIZADA,CNT,HORIZONTAL
CNT-130-2022,,2022-05-12,AUTORIZADA,CNT,HORIZONTAL
CNT-138-2022,,2022-05-12,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-141-2022,,2022-05-12,AUTORIZADA,CNT,HORIZONTAL
CNT-025-2022,,2022-11-17,AUTORIZADA,CNT,HORIZONTAL
CNT-117-2022,,2022-11-17,AUTORIZADA,CNT,HORIZONTAL
CNT-122-2022,,2022-11-17,AUTORIZADA,CNT,HORIZONTAL
CNT-129-2022,,2022-11-17,AUTORIZADA,CNT,HORIZONTAL
CNT-136-2022,,2022-11-17,AUTORIZADA,CNT,HORIZONTAL
CNT-128-2022,,2022-11-11,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-109-2022,,2022-10-27,AUTORIZADA,CNT,HORIZONTAL
CNT-119-2022,,2022-10-27,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-102-2022,,2022-10-20,AUTORIZADA,CNT,HORIZONTAL
CNT-106-2022,,2022-10-20,AUTORIZADA,CNT,HORIZONTAL
CNT-116-2022,,2022-10-20,AUTORIZADA,CNT,HORIZONTAL
CNT-127-2022,,2022-10-20,AUTORIZADA,CNT,HORIZONTAL
CNT-070-2022,,2022-10-13,AUTORIZADA,CNT,HORIZONTAL
CNT-099-2022,,2022-10-13,AUTORIZADA,CNT,HORIZONTAL
CNT-101-2022,,2022-10-13,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-111-2022,,2022-10-13,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-112-2022,,2022-10-13,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-113-2022,,2022-10-13,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-120-2022,,2022-10-13,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-124-2022,,2022-10-13,AUTORIZADA,CNT,HORIZONTAL
CNT-010-2022,,2022-06-10,AUTORIZADA,CNT,HORIZONTAL
CNT-093-2022,,2022-06-10,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-115-2022,,2022-06-10,AUTORIZADA,CNT,HORIZONTAL
CNT-118-2022,,2022-06-10,AUTORIZADA,CNT,HORIZONTAL
CNT-074-2022,,2022-03-10,AUTORIZADA,CNT,HORIZONTAL
CNT-076-2022,,2022-03-10,AUTORIZADA,CNT,HORIZONTAL
CNT-086-2022,,2022-03-10,AUTORIZADA,CNT,HORIZONTAL
CNT-094-2022,,2022-03-10,AUTORIZADA,CNT,VERTICAL
CNT-105-2022,,2022-03-10,AUTORIZADA,CNT,HORIZONTAL
CNT-121-2022,,2022-03-10,AUTORIZADA,CNT,VERTICAL
CNT-104-2022,,2022-09-22,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-153-2021,,2022-09-22,AUTORIZADA,CNT,HORIZONTAL
CNT-088-2022,,2022-08-09,AUTORIZADA,CNT,HORIZONTAL
CNT-110-2022,,2022-08-09,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-068-2022,,2022-01-09,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-098-2022,,2022-01-09,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-026-2022,,2022-08-25,AUTORIZADA,CNT,HORIZONTAL
CNT-095-2022,,2022-08-25,AUTORIZADA,CNT,HORIZONTAL
CNT-096-2022,,2022-08-25,AUTORIZADA,CNT,HORIZONTAL
CNT-045-2022,,2022-08-18,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-078-2022,,2022-08-18,AUTORIZADA,CNT,HORIZONTAL
CNT-087-2022,,2022-08-18,AUTORIZADA,CNT,HORIZONTAL
CNT-089-2022,,2022-08-18,AUTORIZADA,CNT,HORIZONTAL
CNT-097-2022,,2022-08-18,AUTORIZADA,CNT,HORIZONTAL
CNT-060-2022,,2022-11-08,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-075-2022,,2022-11-08,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-079-2022,,2022-11-08,AUTORIZADA,CNT,VERTICAL
CNT-082-2022,,2022-11-08,AUTORIZADA,CNT,HORIZONTAL
CNT-091-2022,,2022-11-08,AUTORIZADA,CNT,HORIZONTAL
CNT-146-2021,,2022-11-08,AUTORIZADA,CNT,HORIZONTAL
CNT-064-2022,,2022-03-08,AUTORIZADA,CNT,HORIZONTAL
CNT-077-2022,,2022-03-08,AUTORIZADA,CNT,HORIZONTAL
CNT-052-2022,,2022-07-14,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-061-2022,,2022-07-14,AUTORIZADA,CNT,HORIZONTAL
CNT-080-2022,,2022-07-14,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-081-2022,,2022-07-14,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-084-2022,,2022-07-14,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-066-2022,,2022-12-07,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-067-2022,,2022-12-07,AUTORIZADA,CNT,HORIZONTAL
CNT-019-2022,,2022-07-07,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-051-2022,,2022-07-07,AUTORIZADA,CNT,HORIZONTAL
CNT-053-2022,,2022-07-07,AUTORIZADA,CNT,HORIZONTAL
CNT-055-2022,,2022-07-07,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-058-2022,,2022-07-07,AUTORIZADA,CNT,VERTICAL
CNT-065-2022,,2022-07-07,AUTORIZADA,CNT,HORIZONTAL
CNT-069-2022,,2022-07-07,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-072-2022,,2022-07-07,AUTORIZADA,CNT,HORIZONTAL
CNT-083-2022,,2022-07-07,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-024-2022,,2022-06-30,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-044-2022,,2022-06-30,AUTORIZADA,CNT,HORIZONTAL
CNT-047-2022,,2022-06-30,AUTORIZADA,CNT,HORIZONTAL
CNT-057-2022,,2022-06-30,AUTORIZADA,CNT,HORIZONTAL
CNT-062-2022,,2022-06-30,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-151-2021,,2022-06-30,AUTORIZADA,CNT,VERTICAL
CNT-043-2022,,2022-06-16,AUTORIZADA,CNT,HORIZONTAL
CNT-050-2022,,2022-06-16,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-054-2022,,2022-09-06,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-009-2022,,2022-06-06,AUTORIZADA,CNT,HORIZONTAL
CNT-005-2022,,2022-02-06,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-011-2022,,2022-02-06,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-039-2022,,2022-02-06,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-063-2022,,2022-02-06,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-046-2022,,2022-05-26,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-056-2022,,2022-05-26,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-157-2021,,2022-05-26,AUTORIZADA,CNT,HORIZONTAL
CNT-034-2022,,2022-05-19,AUTORIZADA,CNT,HORIZONTAL
CNT-037-2022,,2022-05-19,AUTORIZADA,CNT,HORIZONTAL
CNT-040-2022,,2022-05-19,AUTORIZADA,CNT,HORIZONTAL
CNT-001-2022,,2022-12-05,AUTORIZADA,CNT,HORIZONTAL
CNT-022-2022,,2022-12-05,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-028-2022,,2022-12-05,AUTORIZADA,CNT,HORIZONTAL
CNT-042-2022,,2022-12-05,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-012-2022,,2022-04-29,AUTORIZADA,CNT,HORIZONTAL
CNT-032-2022,,2022-04-29,AUTORIZADA,CNT,HORIZONTAL
CNT-036-2022,,2022-04-29,AUTORIZADA,CNT,HORIZONTAL
CNT-038-2022,,2022-04-29,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-048-2022,,2022-04-25,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-029-2022,,2022-04-18,AUTORIZADA,CNT,HORIZONTAL
CNT-104-2021,,2022-04-18,AUTORIZADA,CNT,HORIZONTAL
CNT-021-2022,,2022-03-31,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-027-2022,,2022-03-31,AUTORIZADA,CNT,HORIZONTAL
CNT-030-2022,,2022-03-31,AUTORIZADA,CNT,HORIZONTAL
CNT-041-2022,,2022-03-31,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-111-2019,,2022-03-31,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-013-2022,,2022-03-24,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-014-2022,,2022-03-24,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-008-2022,,2022-03-17,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-017-2022,,2022-03-17,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-018-2022,,2022-03-17,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-023-2022,,2022-03-17,AUTORIZADA,CNT,HORIZONTAL
CNT-148-2021,,2022-03-17,AUTORIZADA,CNT,HORIZONTAL
CNT-164-2021,,2022-03-17,AUTORIZADA,CNT,HORIZONTAL
CNT-003-2022,,2022-03-14,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-031-2022,,2022-03-14,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-138-2021,,2022-03-14,AUTORIZADA,CNT,HORIZONTAL
CNT-002-2022,,2022-10-03,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-006-2022,,2022-10-03,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-015-2022,,2022-10-03,AUTORIZADA,CNT,HORIZONTAL
CNT-125-2021,,2022-10-03,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-136-2021,,2022-10-03,AUTORIZADA,CNT,HORIZONTAL
CNT-162-2021,,2022-10-03,AUTORIZADA,CNT,HORIZONTAL
CNT-004-2022,,2022-03-03,AUTORIZADA,CNT,HORIZONTAL
CNT-016-2022,,2022-03-03,AUTORIZADA,CNT,HORIZONTAL
CNT-133-2021,,2022-03-03,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-156-2021,,2022-03-03,AUTORIZADA,CNT,HORIZONTAL
CNT-159-2021,,2022-03-03,AUTORIZADA,CNT,HORIZONTAL
CNT-161-2021,,2022-03-03,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-007-2022,,2022-02-25,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-071-2021,,2022-02-24,AUTORIZADA,CNT,HORIZONTAL
CNT-142-2021,,2022-02-17,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-150-2021,,2022-02-17,AUTORIZADA,CNT,HORIZONTAL
CNT-158-2021,,2022-02-17,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-160-2021,,2022-10-02,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-141-2021,,2022-01-27,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-149-2021,,2022-01-27,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-152-2021,,2022-01-27,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-143-2021,,2022-01-20,AUTORIZADA,CNT,HORIZONTAL
CNT-147-2021,,2022-01-20,AUTORIZADA,CNT,HORIZONTAL
CNT-155-2021,,2022-01-20,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-163-2021,,2022-01-20,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-110-2021,,2022-01-13,AUTORIZADA,CNT,HORIZONTAL
CNT-140-2021,,2022-01-13,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-109-2021,,2022-06-01,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-154-2021,,2022-06-01,AUTORIZADA,CNT,HORIZONTAL
CNT-097-2021,,2021-12-16,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-111-2021,,2021-12-16,AUTORIZADA,CNT,HORIZONTAL
CNT-112-2021,,2021-12-16,AUTORIZADA,CNT,HORIZONTAL
CNT-124-2021,,2021-12-16,AUTORIZADA,CNT,HORIZONTAL
CNT-131-2021,,2021-12-16,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-134-2021,,2021-12-16,AUTORIZADA,CNT,HORIZONTAL
CNT-144-2021,,2021-12-16,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-017-2021,,2021-10-12,AUTORIZADA,CNT,HORIZONTAL
CNT-065-2021,,2021-08-12,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-106-2021,,2021-08-12,AUTORIZADA,CNT,HORIZONTAL
CNT-123-2021,,2021-08-12,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-126-2021,,2021-08-12,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-135-2021,,2021-08-12,AUTORIZADA,CNT,HORIZONTAL
CNT-082-2021,,2021-02-12,AUTORIZADA,CNT,VERTICAL
CNT-114-2021,,2021-02-12,AUTORIZADA,CNT,HORIZONTAL
CNT-116-2021,,2021-02-12,AUTORIZADA,CNT,HORIZONTAL
CNT-118-2021,,2021-02-12,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-127-2021,,2021-02-12,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-132-2021,,2021-02-12,AUTORIZADA,CNT,HORIZONTAL
CNT-117-2021,,2021-11-25,AUTORIZADA,CNT,HORIZONTAL
CNT-120-2021,,2021-11-25,AUTORIZADA,CNT,HORIZONTAL
CNT-121-2021,,2021-11-25,AUTORIZADA,CNT,HORIZONTAL
CNT-130-2021,,2021-11-25,AUTORIZADA,CNT,HORIZONTAL
CNT-139-2021,,2021-11-25,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-107-2021,,2021-11-18,AUTORIZADA,CNT,HORIZONTAL
CNT-113-2021,,2021-11-18,AUTORIZADA,CNT,HORIZONTAL
CNT-115-2021,,2021-11-18,AUTORIZADA,CNT,VERTICAL
CNT-129-2021,,2021-11-18,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-122-2021,,2021-04-11,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-103-2021,,2021-10-27,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-087-2021,,2021-10-21,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-098-2021,,2021-10-21,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-105-2021,,2021-10-21,AUTORIZADA,CNT,HORIZONTAL
CNT-108-2021,,2021-10-21,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-078-2021,,2021-10-14,AUTORIZADA,CNT,VERTICAL
CNT-090-2021,,2021-10-14,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-093-2021,,2021-10-14,AUTORIZADA,CNT,VERTICAL
CNT-094-2021,,2021-10-14,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-096-2021,,2021-10-14,AUTORIZADA,CNT,HORIZONTAL
CNT-099-2021,,2021-10-14,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-102-2021,,2021-10-14,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-072-2021,,2021-07-10,AUTORIZADA,CNT,HORIZONTAL
CNT-081-2021,,2021-07-10,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-083-2021,,2021-07-10,AUTORIZADA,CNT,HORIZONTAL
CNT-086-2021,,2021-07-10,AUTORIZADA,CNT,HORIZONTAL
CNT-088-2021,,2021-07-10,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-089-2021,,2021-07-10,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-091-2021,,2021-07-10,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-101-2021,,2021-07-10,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-058-2021,,2021-09-23,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-075-2021,,2021-09-23,AUTORIZADA,CNT,HORIZONTAL
CNT-085-2021,,2021-09-23,AUTORIZADA,CNT,HORIZONTAL
CNT-092-2021,,2021-09-23,AUTORIZADA,CNT,HORIZONTAL
CNT-079-2021,,2021-09-15,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-080-2021,,2021-09-15,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-073-2021,,2021-09-09,AUTORIZADA,CNT,HORIZONTAL
CNT-074-2021,,2021-09-09,AUTORIZADA,CNT,VERTICAL
CNT-084-2021,,2021-09-09,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-095-2021,,2021-09-09,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-044-2021,,2021-02-09,AUTORIZADA,CNT,HORIZONTAL
CNT-063-2021,,2021-02-09,AUTORIZADA,CNT,HORIZONTAL
CNT-068-2021,,2021-02-09,AUTORIZADA,CNT,HORIZONTAL
CNT-060-2021,,2021-08-19,AUTORIZADA,CNT,HORIZONTAL
CNT-062-2021,,2021-08-19,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-064-2021,,2021-08-19,AUTORIZADA,CNT,HORIZONTAL
CNT-070-2021,,2021-08-19,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-077-2021,,2021-08-19,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-051-2021,,2021-12-08,AUTORIZADA,CNT,HORIZONTAL
CNT-028-2021,,2021-07-08,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-062-2020,,2021-07-08,AUTORIZADA,CNT,HORIZONTAL
CNT-052-2021,,2021-05-08,AUTORIZADA,CNT,HORIZONTAL
CNT-055-2021,,2021-05-08,AUTORIZADA,CNT,HORIZONTAL
CNT-056-2021,,2021-05-08,AUTORIZADA,CNT,HORIZONTAL
CNT-067-2021,,2021-05-08,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-049-2021,,2021-07-15,AUTORIZADA,CNT,HORIZONTAL
CNT-061-2021,,2021-07-15,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-066-2021,,2021-07-15,AUTORIZADA,CNT,HORIZONTAL
CNT-069-2021,,2021-07-15,AUTORIZADA,CNT,HORIZONTAL
CNT-042-2021,,2021-01-07,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-054-2021,,2021-01-07,AUTORIZADA,CNT,HORIZONTAL
CNT-059-2021,,2021-01-07,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-084-2016,,2021-01-07,AUTORIZADA,CNT,HORIZONTAL
CNT-030-2021,,2021-06-24,AUTORIZADA,CNT,HORIZONTAL
